1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1099.809,1099.809,1083.877,1091.843,1091.843,1083.877,1099.809,1091.843,1083.877,1091.843,1099.809,1091.843,1091.843,1083.877,1091.843,1083.877,1083.877,1091.843,1083.877,1099.809,1083.877,1083.877,1091.843,1099.809,1099.809,1091.843,1091.843,1083.877,1083.877,1091.843,1091.843,1083.877,1099.809,1091.843,1099.809,1083.877,1099.809,1099.809,1091.843,1083.877,1083.877,1083.877,1083.877,1083.877,1091.843,1091.843,1091.843,1107.775,1147.638,1171.537,1155.604,1147.638,1163.570,1163.570,1163.570,1171.537,1171.537,1155.604,1115.742,1123.708,1195.436,1147.638,1163.570,1187.469,1107.775,1107.775,1107.775,1155.604,1107.775,1107.775,1155.604,1107.775,1147.638
1075.910,1075.910,1075.910,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1091.843,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1083.877,1091.843,1083.877,1083.877,1091.843,1083.877,1083.877,1083.877,1091.843,1091.843,1091.843,1091.843,1091.843,1123.708,1099.809,1123.708,1123.708,1115.742,1099.809,1115.742,1091.843,1107.775,1107.775,1099.809,1099.809,1091.843,1091.843,1099.809,1099.809,1115.742,1131.674,1115.742,1099.809,1131.674,1091.843,1107.775,1091.843,1091.843,1107.775,1147.638,1099.809,1091.843,1107.775,1091.843,1099.809,1107.775,1091.843,1099.809,1123.708,1115.742,1123.708,1091.843,1115.742,1099.809,1115.742
1075.910,1075.910,1075.910,1075.910,1075.910,1075.910,1147.638,1147.638,1115.742,1163.570,1075.910,1075.910,1147.638,1075.910,1083.877,1075.910,1083.877,1083.877,1091.843,1075.910,1075.910,1091.843,1083.877,1091.843,1083.877,1083.877,1123.708,1147.638,1075.910,1083.877,1179.503,1083.877,1075.910,1083.877,1099.809,1075.910,1075.910,1083.877,1083.877,1075.910,1075.910,1091.843,1083.877,1139.671,1075.910,1123.708,1083.877,1147.638,1179.503,1083.877,1099.809,1083.877,1091.843,1075.910,1075.910,1107.775,1075.910,1099.809,1083.877,1083.877,1147.638,1083.877,1131.674,1075.910,1083.877,1083.877,1083.877,1075.910,1083.877,1091.843,1155.604,1075.910,1147.638,1075.910,1131.674,1155.604,1083.877,1075.910,1091.843,1083.877
1052.012,1052.012,1052.012,1052.012,1052.012,1052.012,1052.012,1052.012,1052.012,1067.944,1059.978,1067.944,1067.944,1059.978,1067.944,1067.944,1059.978,1067.944,1059.978,1067.944,1059.978,1059.978,1059.978,1052.012,1067.944,1067.944,1067.944,1067.944,1052.012,1067.944,1067.944,1067.944,1059.978,1067.944,1059.978,1059.978,1067.944,1075.910,1075.910,1067.944,1075.910,1075.910,1115.742,1075.910,1083.877,1075.910,1075.910,1163.570,1107.776,1107.776,1075.910,1067.944,1075.910,1115.742,1131.705,1091.843,1083.877,1131.705,1083.877,1123.739,1123.739,1131.705,1075.910,1067.944,1083.877,1123.739,1075.910,1107.776,1067.944,1083.877,1139.671,1091.843,1131.705,1083.877,1131.705,1075.910,1075.910,1139.671,1075.910,1139.671
1099.809,1099.809,1099.809,1123.708,1115.742,1099.809,1115.742,1107.776,1107.776,1115.742,1115.742,1115.742,1115.742,1107.776,1107.776,1115.742,1107.776,1099.809,1107.776,1099.809,1107.776,1115.742,1099.809,1123.708,1099.809,1107.776,1123.708,1107.776,1115.742,1107.776,1107.776,1115.742,1107.776,1099.809,1115.742,1099.809,1107.776,1107.776,1107.776,1115.742,1123.708,1123.708,1115.742,1115.742,1107.776,1099.809,1123.708,1131.674,1123.708,1139.641,1139.641,1131.674,1131.674,1147.607,1147.607,1155.604,1131.674,1131.674,1131.674,1139.641,1139.641,1147.607,1131.674,1139.641,1139.641,1139.641,1123.708,1123.708,1123.708,1139.641,1139.641,1131.674,1131.674,1147.607,1131.674,1131.674,1131.674,1123.708,1147.607,1131.674
1004.152,1004.152,1004.152,1004.152,1020.116,1012.149,1036.048,1020.116,1036.048,1051.981,1020.116,1036.048,1012.149,1044.015,1004.152,1004.152,1004.152,1004.152,1028.082,1020.116,1012.149,1020.116,1051.981,1004.152,1036.048,1012.149,1004.152,1004.152,1012.149,1044.015,1044.015,1044.015,1020.116,1020.116,1051.981,1036.048,1004.152,1020.116,1012.149,1012.149,1020.116,1036.048,1028.082,1051.981,1012.149,1028.082,1012.149,1012.149,1028.082,1004.152,1051.981,1036.048,1020.116,1012.149,1020.116,1044.015,1028.082,1012.149,1012.149,1044.015,1051.981,1044.015,1044.015,1012.149,1059.947,1059.947,1075.880,1075.880,1059.947,1067.913,1059.947,1059.947,1091.843,1091.843,1067.913,1067.913,1059.947,1059.947,1099.809,1059.947
1020.116,1020.116,1020.116,1028.113,1020.116,1020.116,1020.116,1020.116,1028.113,1020.116,1028.113,1020.116,1020.116,1028.113,1020.116,1020.116,1020.116,1020.116,1020.116,1028.113,1028.113,1059.978,1036.079,1052.012,1044.045,1044.045,1044.045,1059.978,1067.944,1099.840,1036.079,1028.113,1059.978,1107.806,1044.045,1044.045,1044.045,1036.079,1044.045,1099.840,1052.012,1028.113,1091.843,1028.113,1028.113,1107.806,1044.045,1052.012,1067.944,1099.840,1036.079,1044.045,1131.705,1075.910,1083.877,1099.840,1123.739,1036.079,1067.944,1091.843,1044.045,1075.910,1052.012,1036.079,1083.877,1036.079,1052.012,1044.045,1052.012,1044.045,1044.045,1044.045,1036.079,1036.079,1052.012,1059.978,1036.079,1059.978,1044.045,1059.978
1036.048,1036.048,1044.045,1059.978,1075.910,1099.809,1139.671,1059.978,1123.739,1115.773,1052.012,1052.012,1059.978,1059.978,1067.944,1052.012,1044.045,1044.045,1052.012,1036.048,1044.045,1067.944,1044.045,1044.045,1052.012,1052.012,1052.012,1052.012,1044.045,1059.978,1044.045,1044.045,1052.012,1044.045,1115.773,1052.012,1067.944,1115.773,1044.045,1052.012,1052.012,1139.671,1044.045,1044.045,1052.012,1044.045,1044.045,1052.012,1052.012,1044.045,1052.012,1044.045,1052.012,1107.776,1059.978,1044.045,1059.978,1115.773,1107.776,1123.739,1052.012,1036.048,1052.012,1107.776,1123.739,1107.776,1052.012,1059.978,1059.978,1099.809,1044.045,1059.978,1052.012,1067.944,1052.012,1123.739,1044.045,1099.809,1052.012,1044.045
988.220,988.220,1004.183,1059.947,996.217,996.217,1044.014,988.220,996.217,1044.014,1004.183,1036.048,1036.048,1044.014,1012.149,1012.149,996.217,1004.183,988.220,988.220,1044.014,1044.014,1051.981,1044.014,996.217,988.220,1004.183,988.220,1044.014,1004.183,1004.183,1083.877,1004.183,1004.183,996.217,996.217,1012.149,1059.947,1028.082,988.220,996.217,1004.183,1028.082,1036.048,1036.048,1059.947,1004.183,1051.981,1012.149,996.217,1020.116,1044.014,1028.082,1059.947,988.220,1036.048,988.220,1044.014,1028.082,1012.149,1012.149,1012.149,988.220,1051.981,1004.183,1051.981,1004.183,1012.149,1004.183,1044.014,1028.082,1051.981,988.220,996.217,1051.981,1044.014,1036.048,996.217,988.220,1036.048
1123.739,1123.739,1123.739,1123.739,1123.739,1131.705,1123.739,1123.739,1123.739,1131.705,1123.739,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1139.671,1139.671,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1131.705,1139.671,1139.671,1131.705,1131.705,1139.671,1139.671,1147.638,1163.601,1139.671,1147.638,1163.601,1187.500,1147.638,1147.638,1139.671,1139.671,1139.671,1171.568,1163.601,1155.604,1147.638,1171.568,1147.638,1155.604,1155.604,1139.671,1139.671,1155.604,1155.604,1155.604,1155.604,1155.604,1139.671,1163.601,1139.671,1139.671,1147.638,1155.604,1163.601,1179.534,1139.671,1139.671,1155.604,1139.671,1163.601,1147.638,1155.604,1147.638
