31.7729,5.2454
31.7729,4.1326
23.8374,  0
39.7392,4.1326
23.8374,3.1791
39.7392,4.292
55.641,3.0204
31.7729,-6.6763
31.7729,-5.4048
39.7392,2.5431
23.8374,-3.0204
39.7392,-4.928
23.8374,-0.3174
31.7729,1.1122
39.7392,5.5635
31.7729,6.1996
39.7392,0.1587
39.7392,-0.7948
39.7392,-1.7483
39.7392,-11.9224
23.8374,-6.8356
39.7392,6.1996
39.7392,1.7483
23.8374,-2.7024
39.7392,4.7687
31.7729,7.6304
39.7392,6.0408
63.5765,1.9076
31.7729,-6.6763
39.7392,-2.5431
39.7392,3.9739
23.8374,-4.7687
39.7392,-8.1072
31.7729,-1.2715
31.7729,1.7483
39.7392,4.61
31.7729,3.8152
47.6747,-1.2715
31.7729,0.9535
47.6747,-0.3174
39.7392,-10.8095
23.8374,-5.2454
39.7392,7.9484
23.8374,3.6559
31.7729,0.6355
39.7392,2.5431
23.8374,1.2715
47.6747,4.61
55.641,0.9535
23.8374,-8.9019
39.7392,-3.6559
31.7729,3.4972
23.8374,-3.1791
39.7392,-2.8611
31.7729,0.4767
39.7392,1.7483
39.7392,7.6304
31.7729,5.5635
39.7392,-2.0663
31.7729,-1.7483
39.7392,-4.928
39.7392,-12.2404
23.8374,-2.3844
39.7392,6.5176
31.7729,1.7483
31.7729,3.6559
39.7392,5.8815
31.7729,2.225
47.6747,3.6559
55.641,  0
23.8374,-7.1531
39.7392,-1.9076
31.7729,  0
31.7729,-6.5176
39.7392,-2.0663
23.8374,1.7483
39.7392,1.5896
31.7729,6.3583
39.7392,5.4048
39.7392,  0
31.7729,-0.3174
47.6747,-6.9943
31.7729,-12.3991
31.7729,1.5896
39.7392,6.6763
23.8374,-0.6355
39.7392,1.7483
31.7729,4.292
31.7729,4.292
55.641,5.5635
47.6747,-3.4972
31.7729,-8.1072
39.7392,2.0663
23.8374,0.4767
31.7729,-6.5176
39.7392,-2.225
23.8374,0.3174
39.7392,3.6559
31.7729,7.1531
39.7392,1.5896
39.7392,-1.7483
31.7729,0.3174
47.6747,-7.7891
23.8374,-10.9689
31.7729,3.4972
39.7392,6.6763
23.8374,1.9076
31.7729,3.9739
31.7729,2.7024
31.7729,3.3378
55.641,4.928
39.7392,-5.8815
31.7729,-8.5839
39.7392,0.6355
31.7729,-1.5896
31.7729,-4.928
31.7729,-0.3174
31.7729,0.9535
39.7392,5.2454
31.7729,8.9019
39.7392,2.0663
31.7729,-1.4302
39.7392,-1.4302
47.6747,-10.6508
23.8374,-9.6967
39.7392,4.1326
31.7729,3.3378
31.7729,  0
39.7392,4.61
31.7729,3.9739
39.7392,5.0867
55.641,4.61
31.7729,-6.0408
31.7729,-5.0867
39.7392,2.7024
23.8374,-3.3378
31.7729,-5.5635
31.7729,-0.9535
31.7729,0.1587
39.7392,4.928
31.7729,6.1996
47.6747,  0
31.7729,  0
39.7392,-1.1122
39.7392,-11.1276
23.8374,-6.3583
39.7392,7.3124
39.7392,2.7024
23.8374,-2.5431
39.7392,4.4507
31.7729,6.8356
39.7392,5.4048
55.641,1.4302
31.7729,-7.4711
39.7392,-2.5431
31.7729,3.9739
23.8374,-4.61
39.7392,-7.4711
23.8374,-0.4767
31.7729,2.8611
31.7729,5.7228
31.7729,4.1326
39.7392,-1.1122
31.7729,0.1587
47.6747,-1.4302
39.7392,-11.7637
23.8374,-5.8815
39.7392,7.9484
31.7729,3.9739
31.7729,0.6355
31.7729,3.3378
23.8374,2.3844
47.6747,5.5635
55.641,1.7483
23.8374,-9.0613
39.7392,-3.8152
31.7729,2.8611
31.7729,-3.6559
31.7729,-3.3378
31.7729,0.1587
39.7392,1.2715
39.7392,7.3124
39.7392,5.8815
39.7392,-1.7483
31.7729,-1.7483
47.6747,-4.1326
39.7392,-12.0817
23.8374,-2.0663
39.7392,6.8356
31.7729,1.5896
23.8374,3.1791
39.7392,6.0408
31.7729,1.2715
47.6747,3.3378
55.641,0.1587
23.8374,-7.7891
39.7392,-1.7483
31.7729,  0
31.7729,-5.8815
39.7392,-0.9535
23.8374,1.7483
39.7392,1.5896
39.7392,6.5176
39.7392,5.2454
39.7392,-0.6355
31.7729,-0.6355
47.6747,-7.3124
23.8374,-13.0352
39.7392,1.2715
31.7729,6.8356
23.8374,-0.7948
31.7729,2.5431
23.8374,4.7687
39.7392,4.4507
55.641,5.8815
47.6747,-3.3378
31.7729,-8.2659
39.7392,2.0663
23.8374,0.4767
31.7729,-6.9943
31.7729,-2.7024
23.8374,  0
39.7392,3.3378
31.7729,7.4711
39.7392,1.7483
